		SIKKIM MANIPAL UNIVERSITY 

		GRADE SHEET - MAY/JUNE 2026 EXAMINATIONS.  

Subject Code  : GN201B1		refcode(CSE406)
Subject Title : UNIVERSAL HUMAN VALUE II (GN201B1)
Subject Credit : 3.0 

REGNO		INT	   UM		TOT	GRADE
202400351	28.10	   24	     53.00	D
202400374	30.70	 16.5	     48.00	F
202400381	36.20	 35.5	     72.00	B
202400385	40.60	 36.5	     78.00	A
202400416	37.70	   36	     74.00	B
202400443	34.20	   32	     67.00	B
202400462	29.30	   28	     58.00	C
202400467	37.40	   36	     74.00	B
202400470	42.70	   34	     77.00	A
202400474	40.80	 41.5	     83.00	A
202400480	34.50	   26	     61.00	C
202400497	34.00	   26	     60.00	C
202400500	28.60	   19	     48.00	D
202400504	35.10	   37	     73.00	B
202400507	38.70	   36	     75.00	A
202400510	36.10	 29.5	     66.00	B
202400513	 0.00	   DT	      0.00	DT
202400519	34.30	   32	     67.00	B
202400523	42.00	 36.5	     79.00	A
202400535	34.20	 27.5	     62.00	C
202400537	31.40	 33.5	     65.00	B
202400538	39.50	 38.5	     78.00	A
202400543	34.80	   27	     62.00	C
202400553	34.40	 25.5	     60.00	C
202400560	35.70	   39	     75.00	A
202400712	30.50	 22.5	     53.00	D
202400759	30.50	 30.5	     61.00	C
202400765	42.60	 35.5	     79.00	A
202541503	26.40	 24.5	     51.00	D
202400008	33.50	   27	     61.00	C
202400563	30.25	 21.5	     52.00	D
202400167	34.90	   36	     71.00	B
202400169	23.60	   AB	      0.00	I
202400170	25.40	 23.5	     49.00	D
202400174	30.40	 24.5	     55.00	C
202400255	30.90	 26.5	     58.00	C
202400358	38.00	 40.5	     79.00	A
202400384	34.80	   30	     65.00	B
202400389	21.30	   19	     41.00	E
202400392	19.50	 23.5	     43.00	E
202400393	30.20	   26	     57.00	C
202400398	32.30	   30	     63.00	C
202400505	43.70	 40.5	     85.00	S
202400754	21.30	 21.5	     43.00	E
202400761	25.30	 28.5	     54.00	D
202545501	28.40	   AB	      0.00	I


NOTE: IF UM<35 (35 Percent out of 100 Marks ) and Total <35 (35 Percent out of 100 Marks),then Theory Subject Grade is F

Mean = 61.286053		SD = 10.904193
Lower cut off for E = 35.000000
Lower cut off for S = 85.000000
Step size = 10.000000
Lower cut off for D = 45.000000
Lower cut off for C = 55.000000
Lower cut off for B = 65.000000
Lower cut off for A = 75.000000
No. of Absentees = 10
No. of Malpractices = 2
No. of Detentions = 14
No. of NA = 0
No. of students appeared = 423

Abbreviations : INT = IN SEM marks, UM : END SEM marks.

